1,-3.188396,55.944425,290,-3.1882933939570024,55.944143092213764,rush.crown.link
2,-3.1882933939570024,55.944143092213764,200,-3.188575301743238,55.94404048617076,null
3,-3.188575301743238,55.94404048617076,200,-3.188857209529474,55.94393788012776,noted.friday.jams
4,-3.188857209529474,55.94393788012776,140,-3.1890870228624095,55.94413071641067,spoon.invest.every
5,-3.1890870228624095,55.94413071641067,250,-3.189189628905407,55.94384880862443,null
6,-3.189189628905407,55.94384880862443,250,-3.1892922349484047,55.94356690083819,null
7,-3.1892922349484047,55.94356690083819,250,-3.1893948409914024,55.943284993051954,rents.cone.stove
8,-3.1893948409914024,55.943284993051954,190,-3.189690283317306,55.94323289859865,null
9,-3.189690283317306,55.94323289859865,190,-3.18998572564321,55.94318080414535,shows.fries.lamp
10,-3.18998572564321,55.94318080414535,290,-3.1898831196002124,55.94289889635911,null
11,-3.1898831196002124,55.94289889635911,300,-3.1897331196002123,55.94263908873798,hooked.shine.third
12,-3.1897331196002123,55.94263908873798,170,-3.190028561926116,55.94269118319128,null
13,-3.190028561926116,55.94269118319128,170,-3.19032400425202,55.94274327764458,null
14,-3.19032400425202,55.94274327764458,160,-3.1906059120382557,55.94284588368758,tonic.bliss.cove
15,-3.1906059120382557,55.94284588368758,120,-3.190755912038256,55.943105691308716,relate.chill.vest
16,-3.190755912038256,55.943105691308716,110,-3.1908585180812534,55.943387599094955,null
17,-3.1908585180812534,55.943387599094955,120,-3.1910085180812535,55.94364740671609,null
18,-3.1910085180812535,55.94364740671609,110,-3.191111124124251,55.94392931450233,spicy.bunch.shady
19,-3.191111124124251,55.94392931450233,80,-3.191059029670951,55.944224756828234,null
20,-3.191059029670951,55.944224756828234,90,-3.191059029670951,55.94452475682824,paying.crowd.weep
21,-3.191059029670951,55.94452475682824,90,-3.191059029670951,55.94482475682824,estate.gave.votes
22,-3.191059029670951,55.94482475682824,80,-3.191006935217651,55.94512019915415,maple.limit.hotels
23,-3.191006935217651,55.94512019915415,20,-3.1907250274314154,55.94522280519715,null
24,-3.1907250274314154,55.94522280519715,20,-3.1904431196451797,55.94532541124015,null
25,-3.1904431196451797,55.94532541124015,20,-3.190161211858944,55.94542801728315,null
26,-3.190161211858944,55.94542801728315,10,-3.18986576953304,55.94548011173645,turkey.limit.ramp
27,-3.18986576953304,55.94548011173645,20,-3.1895838617468044,55.94558271777945,null
28,-3.1895838617468044,55.94558271777945,20,-3.1893019539605687,55.94568532382245,museum.spicy.horns
29,-3.1893019539605687,55.94568532382245,110,-3.1894045600035663,55.94596723160869,coherent.saints.stuck
30,-3.1894045600035663,55.94596723160869,320,-3.1891747466706306,55.945774395325785,null
31,-3.1891747466706306,55.945774395325785,320,-3.188944933337695,55.94558155904288,null
32,-3.188944933337695,55.94558155904288,310,-3.188752097054789,55.94535174570994,shady.soft.phones
33,-3.188752097054789,55.94535174570994,70,-3.1886494910117915,55.94563365349618,null
34,-3.1886494910117915,55.94563365349618,80,-3.1885973965584915,55.94592909582209,boost.radar.stress
35,-3.1885973965584915,55.94592909582209,0,-3.1882973965584913,55.94592909582209,null
36,-3.1882973965584913,55.94592909582209,0,-3.187997396558491,55.94592909582209,null
37,-3.187997396558491,55.94592909582209,0,-3.187697396558491,55.94592909582209,null
38,-3.187697396558491,55.94592909582209,0,-3.1873973965584907,55.94592909582209,slips.mass.baking
39,-3.1873973965584907,55.94592909582209,310,-3.187204560275585,55.94569928248915,null
40,-3.187204560275585,55.94569928248915,310,-3.187011723992679,55.945469469156215,null
41,-3.187011723992679,55.945469469156215,310,-3.1868188877097734,55.94523965582328,dragon.bottle.crisp
42,-3.1868188877097734,55.94523965582328,250,-3.186921493752771,55.94495774803704,null
43,-3.186921493752771,55.94495774803704,290,-3.1868188877097734,55.9446758402508,artist.gets.react
44,-3.1868188877097734,55.9446758402508,200,-3.187100795496009,55.9445732342078,null
45,-3.187100795496009,55.9445732342078,200,-3.187382703282245,55.9444706281648,only.fairly.rift
46,-3.187382703282245,55.9444706281648,260,-3.187434797735545,55.944175185838894,null
47,-3.187434797735545,55.944175185838894,260,-3.187486892188845,55.94387974351299,begins.spider.drips
48,-3.187486892188845,55.94387974351299,240,-3.187636892188845,55.94361993589185,null
49,-3.187636892188845,55.94361993589185,240,-3.187786892188845,55.94336012827072,gums.clock.modes
50,-3.187786892188845,55.94336012827072,200,-3.1880687999750807,55.94325752222772,null
51,-3.1880687999750807,55.94325752222772,190,-3.1883642423009846,55.943205427774416,null
52,-3.1883642423009846,55.943205427774416,200,-3.1886461500872203,55.943102821731415,groups.ideas.script
53,-3.1886461500872203,55.943102821731415,350,-3.1883507077613165,55.94305072727811,null
54,-3.1883507077613165,55.94305072727811,350,-3.1880552654354126,55.94299863282481,null
